doc_id,screen_name,party,message
782,michaelcburgess,Republican,"The Pentagon should be held to the same level of accountability as other federal agencies when it comes to spending taxpayer dollars. My Audit the Pentagon amendment, which was included in the NDAA for Fiscal Year 2018, is a key measure for fiscal responsibility. http://bit.ly/2zYupJo"
783,RepLouiseSlaughter,Democrat,"It’s been more than 150 days since the president took office and still his administration has failed to update the official White House website with the important information Americans need. This includes information about the Violence Against Women Act, a law that I co-authored. Since this law was enacted, the number of domestic violence cases each year has dropped by 67 percent. Millions of people—men and women—need to be able to access the information and services this law provides. The White House should get serious about providing the information Americans expect, from climate change to LGBTQ rights to background about this law.    If you or someone you know is experiencing intimate partner violence, call the National Domestic Violence Hotline at 1-800-799-7233. It’s free, anonymous, and available 24/7; no fees, no names, no judgement."
784,RepJoyceBeatty,Democrat,"Like most Central Ohioans, I believe the internet should be open and accessible to ALL users! #NetNeutrality"
785,CongressmanJimHimes,Democrat,"This version of the bill appears now to be dead. It's time to work in a bipartisan way to started making the ACA work as intended. The New Democrat Coalition has led a plan to stabilize the marketplace. Everyone, Republican and Democrat, should get behind that. You demand solutions. It's past time to deliver."
786,395759603917487.0,Democrat,"Congress should be fighting for a healthier country, not to #MakeAmericaSickAgain. #ProtectOurCare"
787,EdRoyce,Republican,"ATTENTION!!! All residents living in or near Anaheim/Corona: Please continue to monitor official police and fire social media accounts for updates regarding the ongoing Canyon wildfire. While there are no evacuation orders in Orange County at this time, it's important to always be prepared.   Please visit https://www.ready.gov/evacuating-yourself-and-your-family and have everything you and your family need in case of an emergency evacuation."
788,CongressmanRalphAbraham,Republican,"I empathize with the plight of the Dreamers that brought them into our country and recognize that - for the most part - they contribute to society. However, we cannot simply ignore the fact that they are here illegally, nor can we accept unconstitutional policies like DACA.  Congress, not the Executive Branch, writes laws, and President Obama overreached in his authority when he instituted DACA. Knowing that children cannot be blamed for the acts of their parents, we are looking for solutions that will rectify our country’s misguided immigration policy. We will enter into these discussions both with an open mind and also with respect for the rule of law.  This is yet another example of why we need comprehensive immigration reform after we first secure our borders."
789,RepEvanJenkins,Republican,Today my Service Academy Board and I interviewed 10 talented West Virginia students for nominations to our nation's military academy. We were honored to be joined by World War II Medal of Honor Recipient Woody Williams as we selected the next generation of leaders.
790,RepJeffDuncan,Republican,"Taking questions from a room of reporters about issues before Congress. We can this session ""Conversations with Conservatives."" From left to right, Rep. Sanford, Rep. Perry, Rep. Amash, Rep. Meadows, Rep. Labrador, Rep. Jordan, Rep. Walker, me, & Rep. Davidson."
791,congressmangkbutterfield,Democrat,"Friends– Health care open enrollment starts next Wednesday, November 1.  This is the time when many North Carolinians can buy or change their health insurance plan for the upcoming year.   Don’t miss your chance to Get Covered and make changes to your health insurance that work best for you and your family. If you sign up by December 15th, you can get coverage that starts on January 1, 2018.  SHARE this post to update your network and click here for more information: https://www.healthcare.gov/"
792,RepToddRokita,Republican,"Neil Gorsuch will be a Justice with respect for our founding document and for the rule of law. These are crucial parts of what gives us our American Exceptionalism. I was proud to lead a letter co-signed by 82 of my House colleagues urging the Senate to swiftly confirm Justice Gorsuch, and have no doubt he will be an asset to the Supreme Court for years to come."
793,RepStephMurphy,Democrat,I stopped by the Lake Mary Sports Complex in #LakeMary to help stuff sandbags for families ahead of #HurricaneIrma. We're all in this together. #FL07
