username,text
realDonaldTrump,"..(enthusiastic, dynamic and fun) and the American Legion - V.A. (respectful and strong). Too bad the Dems have no one who can change tones!"
BernieSanders,"It was great to be with @AFTunion Vermont this morning in Burlington. Teachers, nurses, and the trade union movement have been and always will be the backbone of this country."
BernieSanders,Last chance to sign the petition opposing the TPP to be delivered to the Democratic Platform Committee tomorrow! https://go.berniesanders.com/page/s/dnc-tpp?source=tw20160707
BernieSanders,Bombing another country is an act of warfare. Period. We must do everything possible to stop Donald Trump from escalating the crisis he helped create with Iran.
BernieSanders,"""""""""The American people are not looking to settle for inches. They're looking for real change."""""""" http://BernieSanders.com/HI"
BernieSanders,“The cause is right and the time is NOW.” - @NinaTurner #NewYorkforBernie
BernieSanders,This is the richest country on Earth and we have: -40 million in poverty -34 million with no health insurance -Half our people living paycheck to paycheck I refuse to accept that as normal.
realDonaldTrump,"Congratulations to @SpeakerRyan, @GOPLeader, @SteveScalise and to the Republican Party on Budget passage yesterday. Now for biggest Tax Cuts"
BernieSanders,"When we are in the White House, that is exactly what we will do."
realDonaldTrump,"“With the Tax Cuts and new Trade Deals, we were set for a tremendous growth rate this year.... and then the Virus came along.” @larry_kudlow @MariaBartiromo We were breaking all records, especially on employment. It will all come roaring back again, and fast!"
realDonaldTrump,"Yesterday, it was my great honor to present the Medal of Honor to Ronald J. Shurer II, for his actions on April 6, 2008, when he braved enemy fire to treat multiple injured Soldiers. Read more: https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-award-medal-honor-5/"
realDonaldTrump,"Based on the attack on Saudi Arabia, which may have an impact on oil prices, I have authorized the release of oil from the Strategic Petroleum Reserve, if needed, in a to-be-determined amount...."
realDonaldTrump,"Just met with UN Secretary-General António Guterres who is working hard to “Make the United Nations Great Again.” When the UN does more to solve conflicts around the world, it means the U.S. has less to do and we save money. @NikkiHaley is doing a fantastic job!"
BernieSanders,You cannot be on the side of the insurance and drug companies in this country and also be on the side of the American people.
BernieSanders,"The Pentagon is planning to train Saudi Arabian pilots on US soil for what appears to be the first time since a Saudi-led coalition intervened in Yemen’s civil war. The training will be for warplanes including the F-15, which the Saudis are using in Yemen."
realDonaldTrump,"We believe that every American should stand for the National Anthem, and we proudly pledge allegiance to one NATION UNDER GOD!"
BernieSanders,Join our March to End Corporate Greed this Friday in Des Moines and help us tell the billionaire class that they cannot have it all. RSVP here: https://act.berniesanders.com/event/event-bernie-sanders-attend/32881
BernieSanders,In Fort Worth on Saturday we can elect a true progressive for mayor. Deborah Peoples will work to level the playing field. She will address income inequality and ensure equity for every family. Do what you can to help us get out the vote and make history! https://peoples4mayor.com/
BernieSanders,"In my view, health care is a right and not a privilege."
BernieSanders,Social Security has a $2.8 trillion surplus. It can pay every benefit owed to every eligible American for the next 19 years. #SocSec81
BernieSanders,"How can it be that we have enough money to give tax breaks to billionaires and spend more on defense than the next 10 countries combined, but we don’t have enough to make sure that every American child has a roof over their head and enough food to eat?"
BernieSanders,36% of Black Americans and 46% of Latin@s don't have a high-speed internet connection at home. They deserve a #RightToConnect.
BernieSanders,"Medicare for All means freedom to see a doctor without fear of getting a huge bill. It means an end to """"""""medical debt."""""""" It means no co-pays, premiums or deductibles. Join our town hall in Dover:"
BernieSanders,I'm at the @Walmart shareholders meeting to send a message to the company: pay a living wage. Give hourly workers a seat on your board. Treat people with dignity. #BernieAtWalmart https://www.youtube.com/watch?v=IOI1M2Vk8Lk&amp;feature=youtu.be
realDonaldTrump,"My thoughts and prayers are with Pastor Brunson, and we hope to have him safely back home soon!"
realDonaldTrump,"The story in the New York Times regarding Jim Webb being considered as the next Secretary of Defense is FAKE NEWS. I’m sure he is a fine man, but I don’t know Jim, and never met him. Patrick Shanahan, who is Acting Secretary of Defense, is doing a great job!"
realDonaldTrump,"Just landed in the Philippines after a great day of meetings and events in Hanoi, Vietnam!"
realDonaldTrump,"DACA is probably dead because the Democrats don’t really want it, they just want to talk and take desperately needed money away from our Military."
BernieSanders,We shouldn't punish people for getting an education. It’s time to hit the reset button. Add your name as a citizen co-sponsor of our College for All plan to make college a right for all and to cancel ALL student loan debt! #CancelStudentDebt #CollegeForAll
BernieSanders,We're excited to have launched our new @Snapchat! Follow us on the campaign trail: bernie.sanders
realDonaldTrump,"Just watched a world class loser, Tim O’Brien, who I haven’t seen or spoken to in many years, & knows NOTHING about me except that he wrote a failed hit piece book about me 15 years ago. Fired like a dog from other jobs? Saw him on Lyin’ Brian Williams Trump Slam Show. Bad TV...."
BernieSanders,We must ensure pay equity for women workers. Equal pay for equal work — it's not a radical idea. #InternationalWomensDay
BernieSanders,The top 10% of farms currently get 77% of all subsidies. The time is long overdue for the U.S. government to stand with and protect rural America.
